0 0 
1 0 
2 0 
3 0 
3 1 
0 1 
0.1 0 
0.1925 0 
0.278062 0 
0.357208 0 
0.430417 0 
0.498136 0 
0.560776 0 
0.618718 0 
0.672314 0 
0.72189 0 
0.767748 0 
0.810167 0 
0.849405 0 
0.885699 0 
0.919272 0 
0.946181 0 
0.973091 0 
1.02338 0.00892139 
1.04695 0.0177948 
1.07076 0.0265014 
1.09481 0.0349139 
1.11912 0.0428988 
1.14367 0.0503293 
1.1684 0.0571697 
1.19323 0.0634352 
1.21807 0.0691469 
1.24286 0.0743307 
1.26751 0.0790141 
1.29239 0.0832716 
1.31758 0.0871005 
1.34304 0.0904683 
1.36868 0.0933466 
1.39442 0.0957126 
1.4202 0.0975569 
1.44591 0.0988804 
1.47148 0.0996895 
1.49683 0.0999962 
1.52189 0.0998172 
1.54716 0.0991494 
1.57266 0.0979761 
1.59831 0.0962851 
1.62404 0.0940696 
1.64975 0.0913306 
1.67536 0.088084 
1.70081 0.0843533 
1.72602 0.0801674 
1.75091 0.0755588 
1.77544 0.0705527 
1.80009 0.0650245 
1.8248 0.058944 
1.84949 0.0522842 
1.87408 0.0450235 
1.8985 0.0371678 
1.92271 0.0288277 
1.94671 0.0201415 
1.9645 0.0135075 
1.98226 0.00677774 
2.025 0 
2.05187 0 
2.08077 0 
2.11182 0 
2.14521 0 
2.1811 0 
2.21968 0 
2.26116 0 
2.30575 0 
2.35368 0 
2.4052 0 
2.46059 0 
2.52014 0 
2.58415 0 
2.65296 0 
2.72693 0 
2.80645 0 
2.87097 0 
2.93548 0 
3 0.1 
3 0.205 
3 0.31525 
3 0.431013 
3 0.552563 
3 0.680191 
3 0.786794 
3 0.893397 
2.85 1 
2.7 1 
2.55 1 
2.4 1 
2.25 1 
2.1 1 
1.95 1 
1.8 1 
1.65 1 
1.5 1 
1.35 1 
1.2 1 
1.05 1 
0.9 1 
0.75 1 
0.6 1 
0.45 1 
0.3 1 
0.15 1 
0 0.85 
0 0.7075 
0 0.572125 
0 0.443519 
0 0.321343 
0 0.214229 
0 0.107114 
0 0.0535571 
0.986515 0.0241374 
2.00341 0.0179033 
1.74274 0.101008 
1.48383 0.123495 
1.22552 0.0945452 
1.98288 0.0296807 
1.00812 0.0231172 
1.96286 0.038573 
1.25064 0.0997576 
1.76789 0.0959568 
1.50948 0.123573 
1.71732 0.105673 
1.20034 0.0889274 
1.45797 0.123058 
1.02713 0.0337681 
1.94136 0.0468152 
1.79296 0.0905092 
1.17509 0.0828443 
1.27588 0.104552 
1.0507 0.0435931 
1.53515 0.12329 
1.91781 0.0551929 
1.6916 0.109886 
1.81809 0.084592 
1.43187 0.122143 
1.14983 0.0762062 
1.07502 0.0526598 
1.89333 0.0633473 
1.84327 0.0781182 
1.12468 0.068959 
1.09973 0.0611032 
1.8684 0.0710314 
1.30138 0.108874 
1.56102 0.122521 
1.66562 0.113578 
1.40564 0.120659 
1.32718 0.112673 
1.58709 0.121181 
1.63948 0.116705 
1.37938 0.118583 
1.3532 0.115916 
1.61328 0.119243 
2.02827 0.0247088 
0.959565 0.0246625 
2.00461 0.0432168 
1.00355 0.0481437 
1.78574 0.117296 
1.98226 0.055958 
1.20748 0.115701 
1.02932 0.060063 
1.96042 0.0655353 
1.8112 0.111433 
1.18193 0.109692 
1.23291 0.121411 
1.05382 0.0706774 
1.93753 0.0741739 
1.83682 0.105132 
1.15622 0.103247 
1.07925 0.0800448 
1.91326 0.0826029 
1.86252 0.0982379 
1.7603 0.12284 
1.13045 0.0962015 
1.10479 0.0884822 
1.8881 0.0906964 
1.49671 0.148473 
0.974682 0.0489658 
1.25845 0.126818 
1.73466 0.128068 
1.52259 0.148545 
1.47069 0.148436 
1.2843 0.131787 
1.70865 0.132881 
1.54878 0.148343 
1.44418 0.148088 
2.05666 0.0291856 
0.930983 0.0254391 
1.3105 0.136168 
1.68228 0.137138 
1.57533 0.1475 
1.41737 0.147071 
1.33698 0.139896 
1.65564 0.140754 
1.60207 0.145952 
1.3905 0.145361 
1.36367 0.142965 
1.62888 0.143698 
2.03063 0.0537604 
0.945758 0.0506774 
2.0051 0.0719837 
1.00917 0.0743142 
1.98133 0.0846512 
1.18848 0.138149 
1.80459 0.139926 
